Index, X, Y, Depth
1245, 964.42, 1539.56, 197.48
1246, 465.65, 1129.29, 248.77
1247, 957.64, 1821.13, 175.22
1248, 454.11, 1637.84, 186.55
1249, 891.59, 1195.17, 237.96
1250, 369.82, 1603.02, 186.31
1251, 507.48, 1218.62, 236.81
1252, 447.53, 1121.94, 249.24
1253, 1014.03, 1793.71, 175.94
1254, 959.76, 1744.47, 180.49
1255, 165.72, 899.75, 261.01
1256, 922.54, 1889.00, 170.73
1257, 839.97, 1298.36, 225.68
1258, 932.79, 1833.58, 174.77
1259, 375.36, 917.82, 282.11
1260, 546.06, 1826.57, 173.39
1261, 320.51, 1134.46, 236.38
1262, 765.97, 1765.03, 180.85
1263, 122.85, 965.33, 247.18
1264, 278.26, 1234.22, 220.20
1265, 329.02, 1094.83, 243.95
1266, 163.68, 768.51, 289.98
1267, 657.66, 1865.72, 172.33
1268, 521.48, 813.57, 319.43
1269, 1070.52, 1841.55, 169.88
1270, 301.63, 1692.67, 176.52
1271, 782.26, 1188.49, 242.12
1272, 572.01, 763.63, 331.65
1273, 457.61, 1705.79, 180.95
1274, 369.77, 1826.92, 168.72
1275, 685.31, 1571.34, 198.15
1276, 950.25, 1832.30, 174.75
1277, 158.03, 1076.61, 232.77
1278, 193.63, 1130.04, 227.17
1279, 179.61, 1085.77, 232.10
1280, 529.10, 806.24, 319.45
1281, 125.15, 927.41, 252.76
1282, 290.65, 1041.36, 248.31
1283, 397.99, 1557.80, 192.18
1284, 209.29, 1026.85, 242.59
1285, 250.97, 1654.17, 177.12
1286, 526.60, 1614.53, 190.96
1287, 820.03, 1659.41, 189.84
1288, 522.09, 1811.18, 174.13
1289, 360.89, 1832.54, 167.84
1290, 1013.38, 1871.33, 170.02
1291, 1043.76, 1230.80, 225.84
1292, 507.87, 1188.47, 242.20
1293, 766.96, 1582.70, 196.94
1294, 895.81, 1870.62, 172.08
1295, 995.88, 1282.51, 221.95
1296, 524.44, 1839.64, 172.21
1297, 421.27, 1273.42, 225.09
1298, 752.87, 1767.94, 180.46
1299, 687.48, 1633.16, 192.32
1300, 957.94, 1033.78, 253.66
1301, 197.21, 934.13, 258.37
1302, 948.82, 1812.75, 175.84
1303, 172.94, 1778.65, 162.69
1304, 393.73, 1590.57, 188.48
1305, 414.28, 727.11, 334.21
1306, 453.48, 1810.31, 172.23
1307, 882.51, 1732.83, 182.97
1308, 1037.54, 1881.41, 168.34
1309, 1055.85, 1820.02, 172.22
1310, 237.79, 1224.46, 217.96
1311, 339.37, 983.55, 264.86
1312, 1035.38, 1549.17, 194.78
1313, 985.93, 1718.19, 182.04
1314, 353.69, 1371.04, 209.06
1315, 590.12, 800.21, 322.74
1316, 1003.45, 1883.35, 169.13
1317, 964.50, 1791.38, 177.37
1318, 446.77, 1779.30, 174.09
1319, 570.93, 725.10, 342.26
1320, 353.69, 1371.04, 209.06
1321, 1015.82, 1614.62, 189.64
1322, 796.35, 1738.55, 182.95
1323, 716.26, 1680.17, 187.59
1324, 765.44, 1043.19, 267.69
1325, 215.84, 1240.81, 214.76
1326, 371.84, 1750.94, 174.08
1327, 890.49, 1794.98, 178.38
1328, 792.84, 1573.05, 197.52
1329, 972.91, 1666.71, 187.45
1330, 848.46, 1376.13, 216.43
1331, 346.71, 1658.51, 180.77
1332, 545.66, 578.22, 392.09
1333, 204.06, 911.90, 262.56
1334, 437.76, 1882.10, 166.91
1335, 723.13, 1265.91, 233.44
1336, 933.43, 1126.89, 243.25
1337, 386.25, 1093.69, 248.57
1338, 536.16, 1252.72, 234.41
1339, 368.83, 775.75, 314.48
1340, 754.23, 1242.06, 236.62
1341, 395.41, 1893.72, 164.04
1342, 766.96, 1582.70, 196.94
1343, 758.98, 1020.24, 271.86
1344, 963.71, 1573.48, 194.28
1345, 411.90, 1701.47, 179.59
1346, 443.92, 1669.34, 183.99
1347, 172.07, 1799.88, 160.70
1348, 242.79, 1246.11, 215.56
1349, 675.41, 1576.65, 196.92
1350, 518.50, 1628.20, 189.57
1351, 625.85, 1626.87, 191.63
1352, 154.13, 941.35, 253.23
1353, 172.07, 1799.88, 160.70
1354, 525.07, 1832.22, 172.38
1355, 771.10, 1405.54, 214.74
1356, 735.77, 1777.72, 180.11
1357, 973.05, 1534.45, 197.58
1358, 618.68, 760.15, 333.02
1359, 993.00, 1541.62, 197.60
1360, 484.38, 1116.95, 251.58
1361, 928.67, 1786.04, 177.64
1362, 769.57, 906.60, 292.25
1363, 366.39, 1621.12, 184.67
1364, 611.11, 1784.21, 177.97
1365, 218.01, 861.62, 273.62
1366, 308.88, 1201.19, 225.58
1367, 741.29, 1045.58, 267.60
1368, 272.31, 1737.56, 171.70
1369, 385.15, 1611.70, 186.44
1370, 351.72, 1109.33, 243.30
1371, 200.26, 1871.28, 156.33
1372, 263.27, 1615.16, 182.06
1373, 857.42, 1419.46, 211.92
1374, 203.17, 1100.03, 230.50
1375, 521.25, 873.51, 303.80
1376, 305.20, 1840.67, 165.14
1377, 487.86, 1260.05, 230.49
1378, 188.00, 938.79, 256.94
1379, 883.39, 1272.90, 226.46
1380, 255.14, 1091.55, 236.26
1381, 534.12, 1137.08, 251.71
1382, 884.06, 1313.06, 222.16
1383, 433.00, 870.87, 296.93
1384, 911.16, 1362.67, 217.24
1385, 911.36, 1215.55, 232.74
1386, 288.89, 1009.17, 253.42
1387, 744.24, 1280.27, 231.85
1388, 550.89, 1699.78, 183.47
1389, 699.68, 1609.79, 193.85
1390, 1056.87, 1766.52, 176.60
1391, 249.52, 1631.37, 178.76
1392, 254.13, 1255.41, 215.90
1393, 1001.65, 1003.91, 244.46
1394, 333.72, 1023.84, 255.88
1395, 693.15, 1304.75, 228.92
1396, 826.42, 962.83, 273.55
1397, 991.67, 1886.66, 169.17
1398, 277.99, 1836.37, 164.21
1399, 1072.30, 1672.16, 183.77
1400, 278.82, 1068.44, 242.27
1401, 786.44, 1463.42, 208.30
1402, 122.93, 1038.07, 236.47
1403, 181.52, 1130.70, 226.27
1404, 664.16, 1027.50, 271.89
1405, 485.82, 1086.30, 257.94
1406, 770.33, 1784.95, 179.52
1407, 670.77, 871.66, 304.69
1408, 693.15, 1304.75, 228.92
1409, 1008.66, 1552.86, 195.75
1410, 376.89, 1881.44, 164.24
1411, 615.76, 1233.69, 238.13
1412, 590.16, 1887.40, 169.96
1413, 863.48, 1809.51, 177.26
1414, 601.35, 1626.37, 191.16
1415, 243.25, 1799.92, 165.15
1416, 837.06, 1291.83, 225.83
1417, 255.98, 1674.07, 175.85
1418, 598.36, 1745.88, 180.93
1419, 885.71, 1457.42, 207.47
1420, 496.32, 1645.92, 186.86
1421, 632.51, 742.05, 337.80
1422, 175.22, 1068.54, 233.80
1423, 1001.65, 1003.91, 244.46
1424, 835.27, 1091.08, 255.21
1425, 1036.73, 1531.58, 197.37
1426, 174.01, 873.39, 267.62
1427, 429.03, 1612.93, 187.81
1428, 483.45, 1796.25, 174.25
1429, 515.46, 1832.07, 172.74
1430, 647.45, 1255.01, 235.06
1431, 499.39, 1737.62, 179.59
1432, 867.37, 1884.21, 171.76
1433, 220.57, 1523.13, 186.62
1434, 661.93, 1181.65, 246.00
1435, 1063.67, 1855.38, 168.65
1436, 867.37, 1884.21, 171.76
1437, 824.12, 1184.42, 241.48
1438, 848.28, 1177.17, 240.91
1439, 563.29, 886.35, 302.51
1440, 278.12, 1054.17, 243.95
1441, 346.34, 1859.04, 165.14
1442, 304.53, 1837.01, 165.18
1443, 715.13, 919.66, 292.14
1444, 855.70, 1376.83, 213.72
1445, 690.05, 1155.84, 250.80
1446, 886.03, 1492.26, 204.08
1447, 1051.83, 1871.66, 168.00
1448, 517.96, 1218.95, 238.05
1449, 332.19, 1551.59, 189.14
1450, 224.86, 876.39, 271.16
1451, 838.38, 1057.67, 259.34
1452, 947.19, 1072.21, 249.63
1453, 923.77, 1787.48, 178.50
1454, 637.52, 943.19, 289.36
