Index, X, Y, Depth
480, 808.46, 1010.18, 269.04
481, 297.64, 980.34, 258.62
482, 818.29, 1211.28, 237.97
483, 363.31, 1870.60, 165.15
484, 268.33, 978.72, 255.73
485, 806.15, 1000.73, 272.34
486, 796.74, 879.93, 293.36
487, 662.83, 1621.86, 192.62
488, 386.16, 1825.29, 169.47
489, 726.81, 1045.94, 268.43
490, 725.40, 888.37, 298.07
491, 297.93, 1616.33, 182.11
492, 467.61, 1701.83, 181.49
493, 153.81, 1035.91, 238.67
494, 372.29, 1819.20, 169.67
495, 921.80, 1730.37, 182.65
496, 163.91, 1474.90, 188.21
497, 782.46, 1730.92, 183.54
498, 713.57, 1579.31, 197.14
499, 435.65, 1817.01, 170.79
500, 877.06, 1785.41, 179.13
501, 730.06, 1045.92, 268.34
502, 864.96, 1701.60, 186.20
503, 266.38, 1222.24, 219.98
504, 1071.94, 1094.51, 239.81
505, 396.12, 1849.45, 167.96
506, 546.36, 699.63, 349.45
507, 785.40, 1056.31, 263.49
508, 1041.37, 1822.49, 172.84
509, 384.49, 1813.39, 170.52
510, 405.44, 1281.58, 222.15
511, 1014.65, 1737.21, 179.80
512, 326.71, 1090.49, 243.13
513, 1017.72, 1530.63, 196.66
514, 1033.54, 1834.76, 171.77
515, 781.95, 999.07, 274.08
516, 1037.13, 1822.65, 172.18
517, 840.03, 1134.73, 248.67
518, 447.39, 1826.98, 170.89
519, 448.83, 1064.82, 258.91
520, 601.03, 1097.26, 260.20
521, 884.43, 1092.95, 250.22
522, 382.36, 1605.49, 187.06
523, 341.30, 1297.14, 216.00
524, 1040.99, 1894.35, 166.53
525, 737.77, 1135.33, 253.41
526, 680.14, 1704.98, 185.30
527, 452.90, 619.23, 370.95
528, 276.48, 786.25, 298.18
529, 1048.30, 1785.07, 175.26
530, 764.34, 1238.36, 236.81
531, 165.41, 1035.34, 237.48
532, 367.31, 1055.29, 254.23
533, 632.01, 1230.21, 239.30
534, 198.53, 1236.15, 214.86
535, 281.43, 933.89, 266.56
536, 961.51, 1072.70, 248.16
537, 802.52, 922.98, 286.16
538, 191.89, 952.43, 255.10
539, 644.43, 1166.96, 249.05
540, 651.71, 723.40, 341.92
541, 438.44, 908.95, 288.71
542, 843.26, 823.00, 274.00
543, 778.11, 1174.82, 244.40
544, 346.46, 1855.90, 165.61
545, 870.65, 1555.01, 198.67
546, 803.46, 1702.32, 185.51
547, 340.67, 1826.26, 167.44
548, 251.10, 1092.19, 236.64
549, 626.97, 1059.73, 267.25
550, 864.96, 1701.60, 186.20
551, 477.18, 1667.96, 184.51
552, 918.71, 1834.15, 174.40
553, 818.19, 1031.60, 265.57
554, 679.10, 924.06, 293.78
555, 458.64, 1177.81, 241.06
556, 1015.72, 1750.26, 179.48
557, 398.53, 1777.54, 173.21
558, 1008.98, 1811.42, 174.65
559, 256.19, 874.32, 274.19
560, 477.50, 1230.39, 233.64
561, 516.06, 1604.85, 191.43
562, 559.46, 1105.91, 257.56
563, 451.78, 1641.36, 186.26
564, 893.40, 1472.93, 205.97
565, 559.46, 1105.91, 257.56
566, 837.30, 1532.17, 201.20
567, 799.58, 1023.41, 268.61
568, 426.54, 1239.81, 229.58
569, 960.85, 1522.90, 199.24
570, 1043.95, 1672.59, 185.02
571, 830.32, 1429.17, 211.40
572, 426.54, 1239.81, 229.58
573, 835.83, 1383.11, 215.96
574, 177.89, 962.27, 250.96
575, 248.24, 1203.61, 220.76
576, 981.88, 1837.53, 173.37
577, 1008.89, 1857.30, 170.93
578, 249.72, 1829.03, 163.16
579, 947.80, 1848.33, 173.11
580, 977.29, 1646.93, 188.64
581, 429.95, 1354.92, 213.71
582, 823.40, 1211.51, 237.37
583, 443.92, 1669.34, 183.99
584, 957.82, 1492.07, 202.33
585, 916.57, 1501.91, 202.64
586, 557.04, 1153.39, 249.47
587, 447.59, 1832.47, 170.34
588, 1009.49, 1566.99, 193.81
589, 390.76, 930.73, 279.96
590, 865.09, 1509.30, 202.82
591, 977.21, 1856.86, 171.85
592, 1039.90, 1757.71, 177.80
593, 223.06, 1770.01, 166.63
594, 635.73, 1125.79, 255.21
595, 684.96, 740.06, 336.18
596, 922.22, 1772.95, 179.23
597, 1006.30, 1720.83, 181.96
598, 261.30, 884.83, 274.35
599, 842.71, 1824.49, 176.26
600, 347.41, 918.80, 277.79
601, 517.12, 1192.26, 242.11
602, 301.10, 1789.72, 168.73
603, 519.06, 1092.03, 258.66
604, 733.37, 912.44, 292.40
605, 487.38, 804.92, 317.91
606, 771.42, 1709.49, 185.52
607, 701.58, 1617.38, 193.60
608, 504.17, 1729.97, 179.77
609, 362.07, 1789.12, 170.53
610, 469.04, 1102.56, 253.91
611, 1025.36, 1788.67, 175.77
612, 798.23, 1256.49, 231.84
613, 663.54, 1755.14, 180.86
614, 248.24, 1203.61, 220.76
615, 843.25, 1040.36, 261.94
616, 179.07, 1484.21, 187.30
617, 297.16, 1673.56, 177.65
618, 235.63, 1072.98, 237.09
619, 372.55, 1806.02, 170.45
620, 519.16, 1078.91, 260.61
621, 815.19, 1074.63, 259.44
622, 985.73, 1840.07, 172.45
623, 803.49, 1687.59, 187.25
624, 857.42, 1382.95, 215.25
625, 919.52, 1528.92, 200.24
626, 767.07, 1192.17, 242.74
627, 803.46, 1702.32, 185.51
628, 728.39, 1233.45, 237.92
629, 795.51, 1008.49, 271.21
630, 826.68, 1320.95, 223.31
631, 570.98, 889.95, 301.16
632, 374.22, 1391.56, 207.25
633, 340.67, 1826.26, 167.44
634, 543.33, 1769.94, 177.95
635, 375.96, 1243.87, 225.14
636, 518.39, 848.36, 307.05
637, 997.48, 1744.43, 180.03
638, 306.02, 1745.50, 171.90
639, 401.79, 1779.31, 173.74
640, 951.57, 1803.42, 176.43
641, 786.70, 1339.65, 222.49
642, 308.57, 1816.05, 167.07
643, 1020.17, 1873.70, 169.28
644, 927.13, 1377.92, 214.50
645, 661.93, 1181.65, 246.00
646, 729.07, 1753.12, 181.71
647, 917.97, 1740.65, 182.30
648, 735.61, 1315.39, 226.37
649, 849.11, 1736.11, 183.13
650, 885.02, 1400.34, 213.23
651, 348.92, 1806.81, 169.46
652, 316.88, 1842.42, 165.49
653, 404.99, 1367.91, 211.27
654, 301.18, 843.40, 288.87
655, 800.50, 1279.23, 229.46
656, 929.24, 1080.48, 249.43
657, 726.34, 920.12, 292.15
658, 320.39, 1505.80, 193.45
659, 1062.48, 1883.08, 167.05
660, 762.70, 1344.97, 222.77
661, 839.94, 1191.71, 238.57
662, 710.09, 1700.99, 186.13
663, 730.66, 1193.56, 244.11
664, 512.61, 1691.02, 183.38
665, 751.72, 1217.65, 238.89
666, 385.83, 1287.63, 219.98
667, 1024.59, 1507.75, 198.43
668, 496.36, 1867.86, 169.31
669, 664.99, 1631.15, 192.03
670, 693.05, 1118.73, 256.27
671, 768.45, 1028.27, 269.19
672, 850.89, 1063.60, 257.85
673, 1063.88, 1517.63, 196.94
674, 514.73, 1307.00, 224.78
675, 406.69, 935.33, 280.72
676, 764.62, 1636.68, 191.67
677, 751.48, 1695.97, 186.49
678, 486.24, 1174.81, 242.87
679, 286.57, 1067.42, 243.30
680, 206.28, 1125.42, 228.56
681, 942.29, 1819.42, 175.44
682, 741.48, 1000.10, 274.88
683, 167.99, 1542.16, 182.17
684, 249.52, 1631.37, 178.76
685, 784.24, 1293.43, 227.95
686, 315.00, 1035.57, 252.09
687, 375.51, 1783.13, 171.92
688, 1051.34, 1241.57, 224.71
689, 372.00, 1600.66, 186.70
690, 221.83, 1572.49, 182.38
691, 265.16, 975.58, 257.32
692, 1006.60, 1659.07, 186.55
693, 781.95, 999.07, 274.08
694, 771.21, 1053.21, 265.48
695, 769.97, 1291.46, 228.53
696, 700.47, 1263.51, 234.70
697, 450.29, 1868.03, 168.29
698, 156.13, 947.60, 253.40
699, 980.97, 1812.57, 175.58
700, 789.65, 1018.62, 269.57
701, 308.88, 1201.19, 225.58
702, 563.62, 1813.80, 174.90
703, 1050.12, 1716.06, 181.22
704, 179.09, 1647.13, 174.27
705, 431.86, 1776.41, 174.46
706, 468.96, 1716.73, 180.15
707, 748.03, 1185.34, 244.83
708, 364.43, 1804.84, 169.66
709, 524.44, 1839.64, 172.21
710, 1031.22, 1805.35, 174.41
711, 653.60, 1645.86, 190.64
712, 444.84, 1085.79, 255.04
713, 653.64, 1577.90, 197.20
714, 415.15, 1861.13, 167.44
715, 510.82, 897.45, 297.54
716, 511.13, 1192.53, 241.73
717, 219.39, 1107.09, 231.97
718, 616.54, 1575.71, 196.85
719, 991.02, 1745.52, 180.51
720, 796.80, 991.80, 274.37
721, 896.01, 1670.12, 187.28
722, 198.83, 1277.45, 210.16
723, 767.79, 1013.01, 271.31
724, 516.50, 1163.33, 246.80
725, 342.76, 1798.87, 169.52
726, 681.61, 1232.12, 238.53
727, 846.20, 1145.78, 246.31
728, 415.15, 1861.13, 167.44
729, 875.61, 1077.53, 253.99
730, 718.30, 1698.82, 185.89
731, 310.03, 1604.19, 184.19
732, 157.44, 935.49, 254.21
733, 1011.37, 1772.31, 177.49
734, 354.17, 1356.81, 209.53
735, 361.99, 1837.64, 167.75
736, 638.15, 894.95, 299.39
737, 155.49, 1033.44, 239.32
738, 243.64, 1822.91, 163.31
739, 282.92, 1271.91, 215.33
740, 663.58, 1145.22, 252.82
741, 920.09, 1455.65, 206.95
742, 818.70, 1134.94, 248.34
743, 128.62, 1038.68, 236.58
744, 746.43, 1634.16, 191.62
745, 921.85, 1717.64, 183.41
746, 1005.23, 1773.96, 177.38
747, 902.79, 1058.21, 254.21
748, 161.66, 1035.92, 238.03
749, 137.54, 970.98, 246.67
750, 854.42, 1273.57, 228.20
751, 508.53, 1848.61, 171.35
752, 796.85, 1003.18, 272.42
753, 759.73, 949.40, 284.90
754, 576.67, 1212.35, 241.03
755, 416.32, 1836.27, 169.51
756, 120.89, 178.96, 560.20
757, 439.52, 1784.71, 174.18
758, 916.35, 1153.32, 240.57
759, 904.41, 1326.87, 220.31
760, 719.89, 810.97, 318.50
761, 727.89, 1659.51, 189.79
762, 405.39, 1840.54, 168.82
763, 917.90, 1150.08, 240.68
764, 502.05, 1579.62, 193.74
765, 475.77, 1828.45, 171.57
766, 768.45, 1028.27, 269.19
767, 591.06, 1645.95, 189.36
768, 334.34, 1704.05, 176.33
769, 285.45, 1675.10, 177.68
770, 357.46, 875.04, 288.82
771, 804.14, 1836.34, 175.31
772, 1009.55, 1896.70, 167.94
773, 259.90, 1211.14, 221.02
774, 962.21, 1514.71, 199.72
775, 842.05, 1044.20, 261.32
776, 862.58, 1025.79, 262.18
777, 1010.36, 1779.82, 176.96
778, 333.07, 1844.83, 165.59
779, 232.19, 1110.49, 232.19
780, 452.60, 1749.59, 177.72
781, 278.09, 974.11, 258.51
782, 372.18, 928.88, 278.07
783, 661.04, 985.40, 281.46
784, 170.09, 1516.68, 184.16
785, 1056.98, 1775.96, 175.64
786, 800.48, 1436.23, 210.97
787, 418.85, 1794.73, 172.71
788, 1070.60, 1640.80, 186.63
789, 354.15, 917.82, 280.62
790, 483.78, 1154.31, 246.28
791, 704.56, 811.93, 317.07
792, 653.44, 1176.04, 248.06
793, 1027.16, 1785.85, 176.13
794, 190.44, 1437.71, 192.77
795, 551.87, 1197.72, 242.23
796, 268.18, 1379.98, 203.02
797, 454.11, 1637.84, 186.55
798, 669.92, 1716.48, 184.00
799, 795.68, 1719.83, 184.64
800, 524.99, 1890.27, 168.32
801, 413.29, 1721.62, 178.08
802, 164.31, 1555.64, 181.04
803, 1066.06, 1543.88, 194.27
804, 925.53, 1054.53, 253.50
805, 808.43, 1360.33, 219.04
806, 526.86, 1179.38, 243.87
807, 125.92, 888.76, 260.51
808, 395.09, 1866.58, 166.07
809, 616.54, 1575.71, 196.85
810, 551.87, 1197.72, 242.23
811, 1019.39, 1876.60, 168.71
812, 830.34, 1057.30, 262.52
813, 814.87, 1064.96, 260.10
814, 1027.16, 1785.85, 176.13
815, 397.97, 1365.17, 211.73
816, 128.73, 960.21, 247.84
817, 395.49, 1256.35, 225.21
818, 915.91, 1836.21, 174.88
819, 443.70, 1066.77, 258.42
820, 1028.04, 1730.60, 180.43
821, 244.13, 1833.91, 162.15
822, 599.73, 1093.74, 261.01
823, 664.99, 1631.15, 192.03
824, 476.87, 1338.49, 219.17
825, 222.96, 1719.28, 170.93
826, 813.00, 1172.14, 243.52
827, 245.45, 1766.96, 167.82
828, 587.83, 1758.99, 179.79
829, 144.61, 1054.89, 233.14
830, 248.54, 991.37, 252.45
831, 387.66, 937.08, 279.02
832, 202.58, 1644.32, 175.38
833, 155.49, 1033.44, 239.32
834, 1008.89, 1857.30, 170.93
835, 772.82, 1482.79, 206.40
836, 846.99, 980.09, 264.07
837, 298.27, 1256.48, 218.59
838, 511.62, 1198.73, 240.14
839, 1043.67, 1428.52, 205.33
840, 849.82, 1180.43, 240.81
841, 536.01, 1111.88, 256.41
842, 518.50, 1628.20, 189.57
843, 445.60, 1788.53, 173.47
844, 365.80, 837.12, 295.23
845, 850.57, 1275.88, 228.21
846, 223.84, 1825.13, 162.01
847, 835.87, 1824.10, 176.23
848, 525.08, 1597.77, 192.38
849, 932.92, 1672.64, 187.07
850, 795.51, 970.71, 277.89
851, 519.01, 1778.40, 176.05
852, 1019.78, 1724.84, 181.19
853, 194.52, 1671.75, 173.22
854, 788.03, 1042.17, 266.34
855, 390.05, 1767.61, 173.45
856, 986.09, 1373.05, 213.10
857, 183.17, 1711.58, 169.03
858, 602.32, 1611.78, 192.47
859, 142.33, 1284.62, 205.73
860, 306.02, 1745.50, 171.90
861, 601.99, 163.56, 624.57
862, 161.38, 960.32, 250.35
863, 123.01, 954.87, 247.30
864, 797.36, 1124.37, 251.41
865, 981.13, 1618.40, 190.29
866, 202.58, 1644.32, 175.38
867, 868.56, 1801.85, 178.02
868, 462.44, 816.97, 312.41
869, 1073.30, 1749.84, 177.17
870, 564.61, 1127.90, 253.63
871, 460.14, 1205.30, 236.53
872, 165.72, 899.75, 261.01
873, 907.46, 1333.07, 219.69
874, 281.66, 1190.36, 224.96
875, 1064.03, 1760.96, 177.21
876, 404.46, 662.17, 350.51
877, 548.33, 1030.11, 269.51
878, 691.73, 766.86, 329.39
879, 913.58, 1178.53, 237.33
880, 873.77, 1054.22, 258.19
881, 477.86, 1860.70, 169.46
882, 850.55, 1086.31, 255.97
883, 496.32, 1645.92, 186.86
884, 431.05, 1128.53, 247.06
885, 815.19, 1024.19, 266.84
886, 1017.72, 1530.63, 196.66
887, 1054.85, 1762.11, 177.11
888, 492.41, 1753.86, 177.82
889, 366.52, 1742.48, 174.52
890, 383.26, 1086.62, 249.82
891, 637.33, 917.57, 295.08
892, 400.84, 1759.43, 174.91
893, 191.16, 961.53, 251.44
894, 841.98, 1377.27, 216.72
895, 231.37, 1098.47, 233.48
896, 1027.90, 1630.34, 188.41
897, 1043.76, 1230.80, 225.84
898, 722.87, 1177.68, 246.85
899, 451.14, 1845.80, 169.39
900, 424.98, 1244.77, 228.92
901, 349.91, 1718.22, 175.82
902, 359.52, 1750.27, 173.86
903, 724.49, 1809.02, 177.61
904, 612.47, 1781.18, 178.37
905, 437.37, 1042.91, 261.98
906, 901.95, 1749.50, 181.56
907, 920.99, 1866.41, 171.96
908, 435.74, 906.38, 289.84
909, 149.02, 1371.32, 196.62
910, 452.05, 1860.14, 168.53
911, 448.44, 1878.17, 166.91
912, 826.68, 1320.95, 223.31
913, 436.16, 1283.10, 224.12
914, 804.52, 964.11, 278.47
915, 712.15, 1132.51, 254.17
916, 1026.64, 1606.59, 190.94
917, 582.87, 1096.96, 259.57
918, 960.85, 1522.90, 199.24
919, 672.30, 1087.19, 261.76
920, 1055.92, 1851.54, 169.67
921, 993.51, 1761.43, 179.31
922, 867.50, 1377.79, 216.33
923, 390.48, 1530.87, 194.31
924, 183.34, 1804.10, 161.28
925, 724.49, 1809.02, 177.61
926, 174.16, 1674.94, 171.40
927, 873.84, 1061.80, 256.08
928, 823.47, 1253.84, 231.55
929, 704.45, 972.54, 282.78
930, 623.03, 1320.58, 226.73
931, 390.61, 1688.05, 179.85
932, 802.27, 1034.04, 266.94
933, 1040.71, 1866.96, 169.21
934, 178.94, 1702.65, 169.50
935, 142.43, 998.07, 244.00
936, 441.16, 1862.58, 168.14
937, 354.17, 1356.81, 209.53
938, 118.56, 900.76, 256.86
939, 196.89, 954.92, 254.52
940, 386.23, 1889.96, 163.95
941, 670.82, 1235.67, 238.28
942, 937.38, 1757.34, 180.56
943, 288.40, 1832.03, 164.89
944, 524.62, 1193.33, 242.42
945, 587.83, 1758.99, 179.79
946, 1019.24, 1841.56, 171.65
947, 975.39, 1754.91, 179.91
948, 339.71, 1811.10, 168.69
949, 197.01, 1038.27, 240.27
950, 535.96, 1420.00, 211.06
951, 377.91, 1747.56, 174.24
952, 735.40, 1867.82, 173.13
953, 325.27, 1282.41, 216.45
954, 378.88, 1852.65, 166.82
955, 395.96, 1875.67, 165.74
956, 352.85, 1877.02, 163.98
957, 463.19, 861.33, 301.49
958, 813.98, 1815.92, 177.09
959, 486.75, 809.44, 315.54
960, 180.89, 653.96, 321.15
961, 522.00, 1801.89, 175.20
962, 569.70, 1358.55, 220.71
963, 841.37, 1829.54, 175.88
964, 1051.12, 1767.96, 177.08
965, 793.67, 1479.36, 207.29
966, 940.44, 1800.03, 176.53
967, 378.81, 1780.06, 173.02
968, 156.59, 1335.90, 200.46
969, 781.25, 1078.04, 260.57
970, 1031.54, 1505.95, 198.89
971, 160.56, 965.94, 248.58
972, 737.90, 791.99, 320.63
973, 256.19, 874.32, 274.19
974, 213.08, 943.87, 257.08
975, 543.16, 554.02, 406.03
976, 544.36, 873.25, 305.50
977, 1009.43, 932.09, 247.49
978, 128.06, 1001.36, 240.86
979, 995.40, 1837.83, 172.94
980, 1066.49, 1710.56, 180.61
981, 376.77, 838.47, 299.07
982, 1064.84, 1823.86, 171.66
983, 523.05, 837.13, 312.89
984, 352.91, 805.03, 304.08
985, 194.78, 1683.55, 172.09
986, 874.44, 1820.07, 176.39
987, 806.30, 1129.72, 249.95
988, 356.20, 1796.84, 170.42
989, 1070.60, 1640.80, 186.63
990, 524.45, 1092.71, 258.42
991, 218.50, 1351.50, 203.29
992, 980.74, 1871.27, 170.88
993, 1051.06, 1867.23, 168.44
994, 1002.71, 1405.18, 208.91
995, 771.94, 1040.98, 266.84
996, 877.64, 1350.69, 217.84
997, 368.68, 685.03, 337.70
998, 297.93, 1616.33, 182.11
999, 223.88, 1828.41, 161.56
1000, 1065.02, 1891.10, 166.33
1001, 618.68, 760.15, 333.02
1002, 688.47, 1208.89, 242.00
1003, 488.95, 1607.11, 190.21
1004, 872.22, 1175.48, 241.38
1005, 283.07, 187.94, 297.99
1006, 441.72, 1873.94, 167.13
1007, 916.02, 1851.56, 172.88
1008, 149.02, 1371.32, 196.62
1009, 441.37, 993.05, 272.73
1010, 993.44, 1775.01, 177.46
1011, 875.64, 1143.26, 244.16
1012, 814.66, 1634.05, 191.84
1013, 353.10, 1779.18, 171.16
1014, 492.41, 1753.86, 177.82
1015, 240.05, 1230.01, 218.52
1016, 354.15, 917.82, 280.62
1017, 712.66, 893.58, 297.73
1018, 435.74, 906.38, 289.84
1019, 716.26, 1680.17, 187.59
1020, 407.29, 1888.95, 164.98
1021, 546.83, 1759.26, 178.47
1022, 183.34, 1484.07, 187.84
1023, 339.69, 1884.33, 162.38
1024, 803.22, 920.39, 287.10
1025, 687.08, 1117.13, 256.65
1026, 752.57, 1673.58, 188.52
1027, 836.14, 1354.03, 219.63
1028, 307.93, 993.63, 258.83
1029, 165.70, 1019.94, 240.64
1030, 459.95, 1195.29, 238.65
1031, 154.71, 969.69, 249.05
1032, 510.92, 1684.78, 184.01
1033, 1049.77, 1806.05, 173.27
1034, 487.86, 1260.05, 230.49
1035, 369.75, 1848.69, 166.99
1036, 630.03, 1224.55, 240.36
1037, 230.92, 942.13, 259.10
1038, 703.75, 1685.16, 187.04
1039, 225.49, 811.58, 287.03
1040, 276.47, 1669.20, 176.96
1041, 1051.06, 1867.23, 168.44
1042, 1008.47, 1649.09, 187.32
1043, 314.36, 1859.26, 163.72
1044, 185.48, 1596.41, 178.67
1045, 492.83, 1881.40, 168.37
1046, 1020.08, 1777.43, 176.95
1047, 784.24, 1293.43, 227.95
1048, 748.88, 1302.28, 227.50
1049, 660.03, 814.91, 319.52
1050, 257.09, 1596.44, 181.81
1051, 453.07, 849.31, 303.47
1052, 625.22, 1817.98, 175.70
1053, 417.12, 1322.31, 217.65
1054, 404.44, 1221.53, 230.37
1055, 123.10, 1067.39, 231.32
1056, 512.85, 1059.65, 263.26
1057, 872.22, 1175.48, 241.38
1058, 870.72, 1905.77, 170.14
1059, 997.37, 1713.65, 183.02
1060, 432.07, 1826.95, 170.45
1061, 439.54, 1709.58, 180.42
1062, 311.49, 1853.43, 164.22
1063, 948.82, 1812.75, 175.84
1064, 379.40, 1740.06, 175.93
1065, 763.21, 1714.71, 185.28
1066, 191.16, 961.53, 251.44
1067, 464.60, 1650.72, 185.63
1068, 798.28, 1377.34, 217.31
1069, 747.92, 1748.84, 182.11
1070, 464.47, 1280.38, 226.67
1071, 992.30, 1909.61, 167.42
1072, 1036.40, 1803.78, 174.37
1073, 684.78, 746.74, 334.68
1074, 765.41, 1557.35, 199.10
1075, 281.88, 1254.34, 216.99
1076, 907.82, 1494.74, 203.55
1077, 382.50, 1569.10, 190.20
1078, 841.44, 1852.80, 174.17
1079, 709.74, 1578.10, 197.66
1080, 371.89, 1744.57, 174.72
1081, 1020.31, 1898.60, 167.58
1082, 153.33, 1105.17, 228.06
1083, 680.14, 1704.98, 185.30
1084, 182.75, 1664.13, 172.61
1085, 907.46, 1333.07, 219.69
1086, 1044.57, 1743.95, 179.19
1087, 555.92, 1194.15, 243.52
1088, 1025.36, 1788.67, 175.77
1089, 691.85, 959.63, 285.69
1090, 750.21, 1306.72, 227.64
1091, 467.20, 1147.66, 246.36
1092, 768.57, 1772.02, 179.98
1093, 178.95, 1589.92, 178.79
1094, 183.99, 1690.76, 171.25
1095, 888.87, 1890.42, 171.01
1096, 957.76, 1350.00, 215.95
1097, 131.47, 1140.33, 221.96
1098, 718.77, 771.22, 325.33
1099, 373.71, 1501.73, 196.27
1100, 1057.58, 1876.18, 167.58
1101, 1026.07, 1490.17, 200.20
1102, 565.80, 831.10, 313.97
1103, 1017.29, 1819.20, 173.02
1104, 663.90, 1604.15, 194.14
1105, 867.17, 1043.66, 259.77
1106, 210.41, 1870.41, 156.61
1107, 330.16, 1085.28, 244.66
1108, 1039.23, 1609.21, 190.31
1109, 601.35, 1626.37, 191.16
1110, 373.01, 1446.42, 202.12
1111, 659.51, 1185.55, 246.36
1112, 225.49, 811.58, 287.03
1113, 761.45, 1261.40, 232.98
1114, 832.28, 1836.91, 175.28
1115, 736.35, 1871.88, 172.71
1116, 682.10, 1607.07, 194.22
1117, 455.09, 1717.36, 179.58
1118, 558.35, 856.55, 308.39
1119, 178.00, 1507.93, 185.65
1120, 201.20, 863.28, 271.69
1121, 656.78, 1571.52, 197.38
1122, 750.54, 1860.47, 173.67
1123, 839.94, 1191.71, 238.57
1124, 873.84, 1061.80, 256.08
1125, 196.43, 1109.34, 230.68
1126, 993.67, 1895.89, 168.72
1127, 389.63, 1876.94, 165.33
1128, 788.92, 1171.36, 245.76
1129, 1032.54, 1743.27, 179.68
1130, 842.71, 1824.49, 176.26
1131, 392.04, 1001.87, 265.11
1132, 785.74, 874.08, 297.59
1133, 1047.55, 1877.14, 167.85
1134, 678.11, 1697.55, 185.93
1135, 764.32, 1619.06, 193.22
1136, 696.52, 775.62, 326.12
1137, 656.99, 1853.07, 173.65
1138, 654.66, 1575.43, 196.66
1139, 375.35, 1151.00, 238.91
1140, 782.66, 1832.09, 175.48
1141, 881.49, 1051.83, 257.69
1142, 456.34, 1791.44, 174.31
1143, 156.00, 891.35, 261.26
1144, 579.55, 1076.95, 263.58
1145, 1024.59, 1507.75, 198.43
1146, 665.34, 1773.53, 179.65
1147, 382.36, 1605.49, 187.06
1148, 792.56, 1251.95, 233.79
1149, 210.41, 1870.41, 156.61
1150, 515.46, 1832.07, 172.74
1151, 460.26, 1757.05, 176.63
1152, 371.89, 1744.57, 174.72
1153, 705.27, 1719.11, 184.12
1154, 866.43, 1175.91, 240.26
1155, 1008.66, 1552.86, 195.75
1156, 312.90, 1864.76, 163.47
1157, 852.50, 1051.66, 260.30
1158, 367.64, 1233.18, 226.13
1159, 664.16, 1027.50, 271.89
1160, 594.87, 1741.96, 180.96
1161, 833.68, 1356.82, 219.19
1162, 410.09, 787.10, 315.24
1163, 435.42, 1670.00, 182.97
1164, 931.12, 1890.37, 170.37
1165, 1049.14, 1749.13, 178.25
1166, 765.32, 1822.60, 176.74
1167, 618.23, 1840.33, 173.51
1168, 820.98, 1074.74, 259.38
1169, 790.51, 1181.24, 243.81
1170, 525.83, 1792.32, 175.62
1171, 296.35, 1593.23, 184.07
1172, 578.41, 884.94, 301.70
1173, 837.21, 1067.89, 257.02
1174, 125.50, 1058.44, 232.22
1175, 692.20, 1123.09, 255.67
1176, 869.83, 1895.05, 170.65
1177, 836.81, 1052.19, 260.92
1178, 736.26, 1308.01, 227.68
1179, 944.31, 1691.29, 185.81
1180, 1046.68, 1902.32, 166.31
1181, 544.75, 1791.43, 176.08
1182, 787.40, 979.25, 277.27
1183, 1028.08, 1889.53, 167.71
1184, 165.41, 1704.44, 168.79
1185, 447.78, 1612.47, 188.74
1186, 534.68, 1196.12, 242.46
1187, 276.15, 1097.87, 238.03
1188, 731.07, 791.19, 321.25
1189, 353.03, 1846.03, 166.27
1190, 648.37, 1706.95, 184.96
1191, 255.19, 1228.45, 219.05
1192, 386.11, 1197.31, 232.72
1193, 694.27, 1631.31, 192.74
1194, 454.12, 1135.91, 247.62
1195, 1044.42, 1306.59, 218.22
1196, 346.71, 1658.51, 180.77
1197, 997.92, 1726.21, 181.43
1198, 408.36, 872.57, 293.63
1199, 369.07, 1255.87, 223.39
1200, 296.40, 1510.87, 191.67
1201, 180.62, 1677.39, 172.08
1202, 1033.84, 1707.36, 181.91
1203, 740.39, 1536.96, 201.10
1204, 695.29, 1893.72, 170.78
1205, 1016.18, 1719.11, 181.99
1206, 1048.36, 1399.54, 207.28
1207, 614.44, 1364.85, 220.54
1208, 761.72, 1004.32, 274.24
1209, 572.01, 763.63, 331.65
1210, 644.42, 1757.84, 180.72
1211, 866.76, 1778.22, 179.52
1212, 690.05, 1155.84, 250.80
1213, 583.29, 1603.22, 193.12
1214, 417.12, 1322.31, 217.65
1215, 387.39, 1779.33, 172.53
1216, 450.68, 1083.59, 256.97
1217, 968.08, 1594.48, 193.04
1218, 841.37, 1829.54, 175.88
1219, 381.33, 1036.42, 258.52
1220, 845.73, 1064.06, 258.19
1221, 1065.46, 1842.79, 169.97
1222, 477.01, 893.92, 295.20
1223, 702.84, 1705.26, 185.93
1224, 216.17, 1676.63, 173.35
1225, 276.01, 1083.96, 238.40
1226, 725.59, 1700.03, 186.49
1227, 468.05, 1635.28, 187.32
1228, 1048.48, 1873.81, 168.42
1229, 465.39, 1664.42, 184.90
1230, 337.34, 1712.23, 175.78
1231, 309.52, 1843.39, 164.35
1232, 566.93, 1288.42, 229.83
1233, 526.43, 1788.66, 176.13
1234, 498.03, 1663.41, 186.14
1235, 434.54, 1052.83, 259.32
1236, 563.29, 886.35, 302.51
1237, 1014.65, 1737.21, 179.80
1238, 141.69, 948.66, 253.71
1239, 877.00, 1534.23, 201.31
1240, 1011.37, 1772.31, 177.49
1241, 231.80, 1041.83, 241.73
1242, 449.46, 1078.44, 256.34
1243, 339.77, 1252.43, 220.66
1244, 772.45, 1585.19, 197.09
