Index, X, Y, Disparity
409, 843.04, 1166.83, 100.58
410, 433.96, 785.59, 79.08
411, 435.57, 1714.06, 118.34
412, 690.42, 1002.99, 87.82
413, 893.96, 1408.28, 113.16
414, 995.60, 1284.50, 112.67
415, 513.10, 1761.60, 119.66
416, 908.06, 1412.44, 113.64
417, 562.88, 1014.44, 86.72
418, 518.95, 1564.26, 111.16
419, 238.46, 522.48, 74.95
420, 563.23, 1530.11, 109.95
421, 153.14, 1297.29, 110.68
422, 810.36, 858.97, 85.34
423, 225.48, 541.57, 76.19
424, 511.43, 1469.53, 107.10
425, 357.62, 1176.20, 97.31
426, 363.82, 1348.45, 104.35
427, 215.79, 528.49, 75.86
428, 1020.90, 1755.06, 132.67
429, 751.18, 1160.45, 96.47
430, 445.54, 1244.40, 97.59
431, 241.68, 559.82, 76.19
432, 471.64, 826.43, 79.99
433, 384.56, 811.91, 81.10
434, 430.92, 798.13, 79.02
435, 346.36, 1174.34, 97.30
436, 886.89, 1416.73, 113.59
437, 568.64, 1028.84, 87.15
438, 396.77, 640.18, 74.29
439, 806.85, 1110.85, 96.36
440, 518.96, 1091.03, 90.66
441, 927.97, 1238.96, 108.02
442, 956.39, 1236.44, 109.15
443, 855.22, 1195.19, 102.22
444, 194.12, 518.05, 76.74
445, 567.09, 956.67, 84.42
446, 204.31, 512.24, 75.47
447, 813.70, 1098.56, 96.20
448, 988.90, 1268.81, 111.87
449, 994.73, 1258.96, 111.70
450, 97.33, 663.55, 87.35
451, 564.90, 1424.70, 104.90
452, 308.50, 783.05, 82.57
453, 217.84, 509.01, 75.02
454, 225.79, 554.93, 76.79
455, 834.03, 958.16, 90.68
456, 501.65, 1840.50, 122.97
457, 436.93, 708.93, 75.82
458, 529.00, 807.48, 78.87
459, 938.09, 1360.04, 113.06
460, 175.83, 1594.39, 121.83
461, 443.73, 814.55, 79.85
462, 748.03, 868.85, 83.99
463, 956.09, 1249.36, 109.42
464, 419.14, 667.04, 74.82
465, 639.54, 1067.85, 89.64
466, 177.48, 1340.65, 111.41
467, 433.14, 921.92, 84.12
468, 995.63, 1330.18, 114.44
469, 651.59, 903.44, 82.58
470, 652.83, 1042.35, 88.79
471, 407.18, 1396.58, 105.64
472, 766.39, 843.52, 83.06
473, 430.88, 867.67, 82.11
474, 709.68, 1107.18, 92.66
475, 610.59, 1056.36, 88.62
476, 652.83, 1042.35, 88.79
477, 748.03, 868.85, 83.99
478, 433.57, 1355.38, 103.02
479, 543.92, 899.55, 81.77
480, 630.89, 815.38, 79.31
481, 695.59, 1262.85, 99.46
482, 322.92, 609.69, 74.98
483, 973.77, 1416.58, 116.52
484, 789.89, 1062.72, 93.43
485, 948.75, 1202.47, 108.24
486, 444.36, 1276.65, 99.43
487, 793.06, 1010.32, 91.60
488, 938.09, 1360.04, 113.06
489, 936.86, 1253.33, 108.94
490, 875.83, 1160.40, 101.79
491, 985.15, 1288.98, 112.51
492, 708.40, 896.02, 84.16
493, 256.05, 924.58, 90.87
494, 774.24, 1045.27, 92.11
495, 789.89, 1062.72, 93.43
496, 721.21, 1164.10, 95.28
497, 379.90, 1405.64, 105.86
498, 890.14, 1392.02, 112.50
499, 178.61, 589.81, 80.19
500, 201.18, 488.73, 74.56
501, 858.88, 1119.79, 99.27
502, 403.18, 994.26, 88.13
503, 1067.02, 1383.01, 119.62
504, 933.60, 1816.95, 130.58
505, 976.48, 1234.11, 109.83
506, 839.95, 805.94, 85.04
507, 509.10, 1586.62, 112.16
508, 367.44, 1115.04, 94.19
509, 371.10, 1261.58, 100.47
510, 446.02, 1179.09, 95.08
511, 739.46, 998.79, 88.85
512, 377.88, 709.12, 76.99
513, 140.86, 1288.22, 110.68
514, 342.06, 854.70, 84.59
515, 399.01, 1344.48, 103.03
516, 546.53, 1552.21, 110.98
517, 379.35, 1306.97, 101.86
518, 356.16, 1478.72, 110.09
519, 727.79, 815.23, 80.55
520, 405.37, 945.55, 86.21
521, 722.73, 1157.09, 94.79
522, 810.44, 1063.61, 94.55
523, 161.27, 498.72, 77.18
524, 180.79, 610.36, 81.23
525, 973.73, 1252.91, 110.36
526, 758.51, 1151.14, 96.13
527, 766.60, 840.39, 83.28
528, 844.12, 828.89, 85.66
529, 491.49, 1787.66, 120.81
530, 960.50, 1328.43, 112.94
531, 958.73, 1352.21, 113.42
532, 346.33, 1221.09, 99.56
533, 892.88, 1423.80, 112.23
534, 761.92, 1031.10, 90.74
535, 966.02, 1546.06, 120.99
536, 660.13, 1633.36, 115.01
537, 595.29, 982.68, 85.31
538, 735.43, 984.61, 87.65
539, 783.41, 987.88, 90.32
540, 202.35, 1439.20, 113.72
541, 227.25, 834.37, 88.67
542, 792.01, 1051.94, 92.67
543, 315.78, 1496.96, 111.71
544, 384.89, 1000.38, 88.69
545, 623.14, 975.14, 85.33
546, 392.27, 1105.04, 92.99
547, 831.65, 1105.99, 97.11
548, 975.95, 1466.64, 118.49
549, 681.42, 1655.90, 115.85
550, 310.91, 780.52, 82.53
551, 156.99, 1725.57, 127.87
552, 582.89, 943.10, 83.77
553, 394.71, 1346.04, 103.22
554, 839.35, 855.46, 86.59
555, 342.67, 1344.90, 104.50
556, 700.80, 844.89, 81.63
557, 488.64, 757.52, 76.76
558, 886.05, 1387.28, 112.11
559, 659.73, 1072.76, 90.20
560, 676.58, 1079.89, 90.88
561, 435.58, 1372.38, 103.77
562, 134.97, 473.26, 77.55
563, 459.89, 1114.80, 92.13
564, 841.86, 1339.53, 107.73
565, 384.41, 957.79, 87.15
566, 458.10, 997.52, 86.54
567, 847.90, 1124.90, 99.23
568, 918.53, 1174.57, 104.83
569, 957.85, 1391.87, 114.57
570, 648.15, 989.42, 86.13
571, 1019.94, 1298.02, 114.25
572, 381.91, 738.56, 78.06
573, 440.46, 1169.63, 94.80
574, 1060.92, 1373.03, 118.79
575, 357.77, 954.14, 87.71
576, 357.39, 978.28, 88.72
577, 357.77, 954.14, 87.71
578, 400.63, 719.56, 76.55
579, 521.06, 872.51, 80.54
580, 217.48, 523.04, 75.97
581, 407.11, 1083.25, 91.61
582, 510.15, 1420.55, 104.97
583, 515.46, 1814.08, 121.96
584, 500.56, 956.75, 84.27
585, 386.02, 894.24, 84.62
586, 748.73, 1115.03, 94.55
587, 675.44, 1153.66, 94.07
588, 614.03, 1352.35, 101.87
589, 324.59, 1429.89, 108.38
590, 965.62, 1297.64, 112.12
591, 418.43, 887.18, 82.90
592, 458.10, 997.52, 86.54
593, 964.33, 1243.82, 109.69
594, 491.51, 919.52, 82.87
595, 323.55, 1435.02, 108.81
596, 417.09, 1164.64, 95.20
597, 174.64, 488.61, 76.42
598, 825.43, 1297.59, 105.29
599, 979.07, 1253.03, 110.68
600, 803.67, 1122.00, 96.83
601, 444.15, 698.31, 75.79
602, 670.23, 1715.05, 118.30
603, 481.17, 1402.23, 104.35
604, 1042.11, 1349.06, 117.04
605, 1005.06, 1321.41, 114.14
606, 743.18, 1046.07, 91.29
607, 1006.09, 1290.86, 113.17
608, 920.67, 1427.69, 114.73
609, 239.59, 567.24, 76.71
610, 524.37, 849.61, 79.59
611, 334.76, 783.53, 81.67
612, 783.36, 1205.20, 100.12
613, 859.51, 1262.10, 105.42
614, 494.38, 1365.54, 102.34
615, 697.50, 932.47, 85.27
616, 449.51, 1264.74, 98.50
617, 897.64, 1470.28, 115.42
618, 973.18, 1351.77, 114.21
619, 209.67, 515.33, 75.88
620, 569.54, 860.80, 80.37
621, 398.89, 1574.91, 112.98
622, 179.39, 495.20, 76.12
623, 720.19, 1143.46, 94.86
624, 983.01, 1251.56, 110.65
625, 626.30, 1101.30, 91.03
626, 697.53, 1588.07, 114.08
627, 681.37, 917.08, 84.29
628, 538.87, 1404.52, 103.86
629, 660.13, 1633.36, 115.01
630, 944.08, 1367.53, 113.83
631, 787.55, 1794.48, 124.15
632, 792.30, 832.63, 83.63
633, 231.98, 527.41, 75.25
634, 779.90, 765.20, 80.86
635, 803.32, 1315.17, 105.31
636, 862.78, 1274.01, 105.87
637, 569.92, 1703.34, 117.09
638, 527.10, 837.66, 79.80
639, 1029.51, 1311.28, 115.02
640, 751.18, 1160.45, 96.47
641, 815.07, 990.91, 91.17
642, 925.66, 1212.08, 106.37
643, 292.29, 815.75, 84.52
644, 882.22, 1409.74, 112.20
645, 501.65, 1840.50, 122.97
646, 928.13, 1248.25, 108.12
647, 515.96, 1043.98, 87.94
648, 795.03, 1814.98, 125.01
649, 528.37, 1000.67, 86.11
650, 940.68, 1229.44, 108.18
651, 569.30, 1541.66, 109.87
652, 765.12, 1072.09, 92.98
653, 364.19, 1338.47, 103.81
654, 598.76, 1560.20, 111.43
655, 840.56, 1324.95, 106.88
656, 360.65, 930.61, 86.71
657, 834.61, 768.46, 83.36
658, 783.40, 768.43, 81.09
659, 476.00, 1287.49, 99.29
660, 388.02, 1343.74, 103.79
661, 488.49, 1813.50, 121.88
662, 561.83, 1889.96, 124.93
663, 780.38, 1323.70, 104.32
664, 485.05, 1304.40, 99.70
665, 393.20, 1053.97, 90.69
666, 336.22, 1793.98, 123.41
667, 799.56, 1851.40, 126.61
668, 507.69, 816.65, 78.49
669, 820.08, 1037.25, 93.46
670, 430.34, 1173.08, 95.31
671, 310.30, 1776.96, 124.19
672, 202.35, 1439.20, 113.72
673, 507.69, 816.65, 78.49
674, 379.11, 1206.01, 97.77
675, 739.58, 1030.93, 90.48
676, 493.77, 851.03, 80.01
677, 620.03, 1083.28, 89.70
678, 572.22, 1669.52, 115.76
679, 919.90, 1445.45, 116.06
680, 869.39, 1402.83, 111.71
681, 595.67, 852.66, 80.28
682, 481.17, 1402.23, 104.35
683, 384.91, 905.34, 84.60
684, 182.97, 613.79, 80.53
685, 771.33, 850.44, 83.71
686, 436.27, 810.03, 79.61
687, 845.50, 1131.27, 99.19
688, 748.73, 1115.03, 94.55
689, 568.46, 1525.26, 109.36
690, 567.21, 976.34, 85.04
691, 931.98, 1408.15, 114.70
692, 379.23, 1882.44, 126.40
693, 915.21, 1330.15, 110.73
694, 592.52, 873.51, 80.86
695, 484.67, 1816.64, 121.63
696, 998.69, 1283.68, 112.69
697, 533.67, 1624.71, 114.13
698, 179.44, 613.11, 81.40
699, 602.79, 1047.92, 88.13
700, 826.41, 1179.04, 100.36
701, 115.45, 629.39, 84.97
702, 535.31, 864.87, 80.95
703, 1025.93, 1425.64, 118.98
704, 365.21, 1893.68, 127.28
705, 302.14, 1431.82, 109.91
706, 97.33, 663.55, 87.35
707, 614.58, 842.13, 80.09
708, 286.44, 1431.08, 110.03
709, 1007.21, 1269.92, 112.30
710, 174.64, 488.61, 76.42
711, 965.07, 1571.04, 122.02
712, 688.79, 857.90, 82.02
713, 896.93, 1308.88, 109.49
714, 899.55, 1465.92, 115.40
715, 945.46, 1269.08, 109.89
716, 838.96, 1331.18, 106.96
717, 234.85, 570.86, 76.87
718, 860.67, 1364.24, 109.78
719, 353.86, 1805.07, 123.83
720, 328.71, 1624.48, 116.61
721, 854.15, 1119.37, 99.31
722, 739.15, 874.71, 83.96
723, 407.11, 1083.25, 91.61
724, 484.67, 1816.64, 121.63
725, 752.24, 1042.54, 91.16
726, 319.48, 1828.14, 125.46
727, 580.86, 1637.97, 114.51
728, 796.65, 1189.23, 99.26
729, 1001.16, 1365.28, 116.04
730, 585.89, 1094.05, 90.10
731, 449.51, 1264.74, 98.50
732, 201.06, 1442.61, 113.90
733, 844.39, 1333.27, 108.09
734, 531.29, 1886.00, 124.51
735, 719.02, 1134.29, 94.29
736, 839.94, 972.63, 91.41
737, 608.36, 949.87, 84.12
738, 477.04, 866.77, 80.76
739, 708.40, 896.02, 84.16
740, 336.22, 1793.98, 123.41
741, 380.97, 1715.99, 119.35
742, 763.39, 1122.90, 94.77
743, 759.32, 1165.33, 96.73
744, 836.50, 1365.36, 108.84
745, 343.43, 1722.90, 120.74
746, 432.51, 1290.03, 100.09
747, 277.66, 923.49, 90.02
748, 673.30, 1181.58, 95.26
749, 874.43, 1164.21, 103.02
750, 467.64, 1147.34, 93.19
751, 332.49, 1106.17, 95.38
752, 693.51, 823.29, 80.39
753, 491.64, 1134.31, 93.02
754, 786.12, 1881.05, 128.03
755, 387.26, 1733.87, 119.70
756, 649.24, 836.65, 79.59
757, 384.72, 1334.44, 103.29
758, 940.00, 1379.78, 113.59
759, 865.09, 1467.19, 114.68
760, 466.13, 707.34, 75.08
761, 271.90, 642.23, 78.26
762, 519.84, 945.32, 83.57
763, 337.60, 1675.28, 118.53
764, 330.12, 1385.59, 107.12
765, 1006.09, 1290.86, 113.17
766, 620.92, 1022.34, 87.56
767, 341.57, 1392.01, 106.69
768, 874.24, 1383.65, 111.25
769, 193.42, 518.60, 76.61
770, 671.70, 1080.37, 90.72
771, 373.99, 1727.53, 119.65
772, 1042.87, 1302.15, 115.19
773, 647.08, 1289.71, 99.70
774, 760.04, 1099.64, 93.65
775, 841.74, 809.29, 84.88
776, 841.25, 1229.08, 103.55
777, 353.38, 1473.55, 109.69
778, 319.78, 1098.27, 95.42
779, 849.08, 1154.50, 99.92
780, 158.17, 583.99, 80.84
781, 314.32, 810.37, 83.44
782, 783.40, 768.43, 81.09
783, 178.43, 475.55, 75.24
784, 654.13, 1086.93, 90.79
785, 799.56, 843.13, 84.55
786, 411.20, 1301.13, 100.93
787, 928.62, 1428.38, 115.48
788, 669.68, 926.26, 84.05
789, 592.23, 936.87, 83.21
790, 620.03, 1083.28, 89.70
791, 878.34, 1215.06, 104.25
792, 943.88, 1285.59, 110.17
793, 820.85, 1314.08, 105.60
794, 415.80, 1398.64, 104.82
795, 471.59, 1323.03, 101.02
796, 965.07, 1571.04, 122.02
797, 391.03, 1161.30, 95.19
798, 645.98, 845.72, 80.57
799, 375.19, 804.55, 80.88
800, 386.02, 894.24, 84.62
801, 315.78, 798.30, 83.14
802, 860.67, 1364.24, 109.78
803, 346.61, 849.32, 83.67
804, 450.47, 984.33, 86.00
805, 566.96, 913.40, 82.17
806, 340.36, 783.71, 81.07
807, 311.47, 594.53, 74.63
808, 882.66, 1446.18, 112.99
809, 677.68, 933.12, 84.32
810, 373.89, 1604.55, 115.18
811, 580.35, 1105.14, 90.81
812, 666.19, 854.13, 81.17
813, 838.33, 1103.36, 97.99
814, 825.51, 1316.04, 105.29
815, 391.69, 975.35, 87.97
816, 512.82, 1566.58, 111.49
817, 673.21, 852.01, 81.31
818, 760.48, 1892.46, 127.82
819, 766.51, 955.49, 87.81
820, 906.06, 1174.62, 102.71
821, 490.38, 1911.67, 125.47
822, 341.57, 1392.01, 106.69
823, 319.78, 1098.27, 95.42
824, 844.39, 1333.27, 108.09
825, 145.23, 475.76, 77.27
826, 449.81, 923.14, 83.69
827, 295.64, 891.24, 87.95
828, 372.18, 1146.87, 94.98
829, 324.59, 1429.89, 108.38
830, 718.00, 997.99, 87.61
831, 189.97, 547.29, 78.15
832, 573.94, 976.23, 84.90
833, 326.64, 648.87, 76.28
834, 233.21, 1845.54, 129.43
835, 561.83, 1889.96, 124.93
836, 574.12, 960.20, 84.29
837, 406.11, 887.58, 83.54
838, 985.51, 1349.60, 114.73
839, 294.40, 1500.82, 112.85
840, 520.20, 824.68, 79.05
841, 981.23, 1317.53, 113.24
842, 875.63, 1401.57, 111.62
843, 400.52, 694.58, 75.24
844, 567.63, 1109.83, 90.71
845, 414.85, 1611.36, 114.41
846, 203.30, 566.14, 78.29
847, 671.58, 1806.42, 122.15
848, 524.86, 797.80, 77.97
849, 395.15, 701.27, 76.22
850, 786.97, 951.49, 88.51
851, 702.34, 1277.46, 100.22
852, 132.92, 477.16, 77.51
853, 327.94, 1042.28, 92.47
854, 233.86, 557.92, 76.63
855, 132.54, 619.07, 83.62
856, 417.46, 675.01, 75.09
857, 623.88, 1062.16, 88.75
858, 888.04, 1401.41, 112.95
859, 660.74, 1046.72, 88.53
860, 295.10, 1415.21, 109.09
861, 376.19, 920.40, 86.09
862, 726.16, 1196.29, 97.11
863, 632.85, 1640.17, 114.94
864, 277.33, 1662.61, 120.23
865, 349.92, 1657.37, 117.51
866, 494.38, 1365.54, 102.34
867, 404.40, 900.03, 84.32
868, 337.60, 1675.28, 118.53
869, 535.34, 990.58, 84.37
870, 172.63, 476.51, 76.15
871, 966.02, 1223.86, 109.17
872, 645.33, 1090.81, 90.81
873, 547.21, 1490.64, 107.63
874, 115.96, 622.25, 84.77
875, 332.24, 1412.03, 107.84
876, 938.22, 1491.90, 117.66
877, 529.80, 848.67, 79.82
878, 251.54, 1746.77, 124.21
879, 1064.21, 1324.52, 117.55
880, 613.06, 874.93, 80.90
881, 335.79, 1409.58, 107.90
882, 404.72, 692.05, 75.68
883, 780.50, 847.00, 83.98
884, 363.54, 1823.58, 124.06
885, 274.46, 1896.20, 129.93
886, 957.32, 1399.08, 115.41
887, 1029.51, 1311.28, 115.02
888, 940.68, 1229.44, 108.18
889, 487.65, 947.79, 83.93
890, 777.87, 799.77, 81.98
891, 332.05, 1896.22, 127.83
892, 143.43, 1759.66, 130.04
893, 242.14, 1791.31, 126.35
894, 525.09, 877.40, 81.15
895, 853.25, 1553.56, 116.89
896, 266.80, 889.35, 89.29
897, 911.27, 1383.57, 112.91
898, 368.52, 954.05, 87.14
899, 364.61, 996.70, 89.07
900, 293.52, 959.38, 90.73
901, 300.80, 783.87, 82.87
902, 193.06, 573.98, 78.88
903, 264.96, 902.59, 89.11
904, 244.50, 903.46, 90.70
905, 150.46, 548.05, 79.57
906, 702.34, 1277.46, 100.22
907, 986.67, 1250.80, 111.24
908, 573.83, 1169.55, 93.90
909, 1029.24, 1327.37, 115.69
910, 609.69, 877.14, 81.20
911, 488.49, 1813.50, 121.88
912, 495.51, 1004.94, 86.58
913, 567.55, 960.48, 83.77
914, 569.11, 842.17, 79.84
915, 998.56, 1294.53, 113.12
916, 929.76, 1335.72, 111.48
917, 650.93, 1262.93, 98.53
918, 424.18, 797.57, 79.08
919, 831.51, 740.49, 82.33
920, 495.51, 1004.94, 86.58
921, 287.94, 885.74, 87.75
922, 352.07, 803.61, 81.72
923, 816.55, 767.62, 83.30
924, 340.19, 1898.49, 127.83
925, 932.35, 1252.09, 108.87
926, 222.55, 1469.70, 113.94
927, 631.92, 1471.45, 107.54
928, 373.89, 1604.55, 115.18
929, 814.43, 1050.61, 93.89
930, 630.61, 833.58, 79.62
931, 169.38, 1656.01, 124.34
932, 693.51, 823.29, 80.39
933, 252.72, 1799.59, 126.94
934, 406.11, 887.58, 83.54
935, 902.97, 1164.78, 104.19
936, 515.96, 1043.98, 87.94
937, 326.17, 1415.22, 108.46
938, 348.71, 1677.66, 118.55
939, 842.03, 1095.58, 97.68
940, 138.44, 486.89, 77.66
941, 954.98, 1335.02, 112.85
942, 449.68, 1627.00, 114.52
943, 557.76, 1899.31, 125.36
944, 295.10, 1415.21, 109.09
945, 521.87, 1690.20, 116.51
946, 740.58, 852.33, 82.78
947, 151.51, 605.19, 82.44
948, 373.11, 1651.15, 116.70
949, 1041.80, 1308.90, 115.61
950, 697.02, 928.22, 84.17
951, 564.73, 837.19, 80.10
952, 1058.51, 1307.93, 115.99
953, 752.72, 1141.08, 95.56
954, 820.08, 1037.25, 93.46
955, 133.99, 1282.65, 110.88
956, 772.31, 1880.70, 127.45
957, 556.31, 1520.02, 109.07
958, 129.36, 586.71, 82.74
959, 244.12, 1825.14, 128.06
960, 201.36, 611.65, 80.15
961, 445.02, 1865.77, 124.32
962, 309.19, 1424.72, 109.24
963, 197.85, 1763.86, 127.56
964, 552.86, 1863.04, 123.68
965, 555.43, 1505.95, 108.64
966, 289.53, 1056.70, 94.97
967, 322.92, 609.69, 74.98
968, 364.15, 1759.10, 121.27
969, 371.73, 629.11, 74.04
970, 810.33, 1051.83, 93.90
971, 591.97, 1584.53, 112.55
972, 938.07, 1264.78, 108.79
973, 760.02, 845.07, 82.97
974, 480.71, 910.90, 82.09
975, 1050.14, 1365.79, 118.09
976, 932.92, 1284.88, 109.93
977, 494.78, 1493.45, 108.19
978, 694.68, 954.02, 85.34
979, 363.99, 1419.69, 107.54
980, 391.04, 902.63, 83.80
981, 864.49, 1155.40, 101.32
982, 432.88, 1906.07, 126.47
983, 221.92, 697.98, 82.75
984, 427.90, 1661.15, 116.24
985, 860.82, 1157.84, 101.32
